username,text,likes
@Resist_05,Israeli forces detain paramedics at gun point preventing them from saving lives in Gaza…🇵🇸💔,739
@RdHdSteppeson,"Well, they used to live in various parts of Palestine, now most live as refugees, though some remain in Gaza. A few did gain Israeli citizenship but were ruled 'present absentees' and still had property seized.",0
@Lowkey0nline,The US has sent 200 cargo planes of weapons to Israel throughout this genocidal war on Gaza.  Genocide made in the USA.,8753
@EllaTravelsLove,At least he admits the truth: A lot of Gaza's civilians infiltrated into Israel on October 7th kidnapped Israeli citizens and looted villages.  CIVILIANS.,361
@GeoRebekah,"Dear @cnn:  At about 4 pm ET yesterday, one of your guests (John) suggested that the UNLV shooter might be a Muslim person angry over the situation in Gaza.  There was no evidence to suggest that. No sources. Nothing.   The shooter was a 67-year-old white man angry about not getting a job.   This blatent racism and wrecklessness should result in an automatic ban from your network.   You're no better than Fox blaming Muslims for the Rainbow Bridge car wreck.  Fire John.   https://www.cnn.com/2023/12/06/us/university-of-nevada-las-vegas-shooting-thursday",11334
@halaljew,"It is the fucking height of narcissism to watch Israel kill SEVENTEEN THOUSANDS PALESTINIANS in Gaza  and then that claim we, American Jews, are the real victims. I’m so sick of this bullshit, American Jews live incredibly safe lives. 17,000 DEAD! GET SOME FUCKING PERSPECTIVE!",127
@nevzat_calis,The Israeli occupation forces brutally assault a Palestinian youth in Salah Eddin street in Jerusalem. 24.11.23 #غزة_الآن #FreePalestine #Gaza #Israel #Palestine #IsraeliNewNazism #IsraelTerorrist #ZionistTerror,139
@FadelSoliman,If the world gets bombarded by a virus far more fatal than the #coronavirus then remember that it can be the curse of oppressing 2 Million innocent #Palestinians in #Gaza who have been besieged by #Israel for >2 months and neither have shelter nor food.,283
@ClaudiaWebbe,Why are we allowing Israel to carry on killing Palestinian children in Gaza?  Ceasefire Now,16644
@AJEnglish,"Israel continues to escalate its bombardment on Gaza, straining health facilities and aid efforts.  🔴 Follow our LIVE coverage: aje.io/juzppo",307
@zei_squirrel,"recently Bari Weiss put a kill target on Refaat Alareer, a Palestinian writer and reporter in Gaza, for daring to joke about the baby in oven hoax. The Israeli regime, whose members follow her every word, have now killed him. Bari Weiss killed Refaat Alareer",13188
@hebh_jamal,We never got to do the event. We said we’d do it next time I am in Gaza. There won’t be a next time now.   I am so angry. This is Refaat. Always thinking about his students. About their writing. A powerful teacher and writer.,1714
@iamIqraKhalid,"Yesterday, I met with residents to share their grief and concerns for the over 15,000 innocent civilians killed by the violence in Gaza, the challenges around bringing Canadians and families home, and building a better long term solution.  There must be a permanent ceasefire now.",4
@ME_1948_Updates,"The founder of Hamas, Ahmed Yassin, was 12 years old when his family was ethnically cleansed from Al-Jura, fleeing to the Al-Shati refugee camp in Gaza, during the Nakba.  I don’t condemn Hamas; I condemn the occupation that necessitated the existence of a Hamas",7576
@fatimazsaid,"Speak to any writer, poet, translator or student of literature or English in Gaza, and they will tell you how Refaat @itranslate123 was instrumental to their education and journey as writers, poets and students.  There are not enough words in the world to describe this loss.",205
@realRickWiles,Zionist Israel's AI war god chose this Gaza residential neighborhood to destroy today. Only God in Heaven knows how many souls lost their lives today. Israel has lost its right to exist as a state.  It must be legally dismantled just as NATO eliminated Yugoslavia as a nation.,1308
@HelenClarkNZ,"“Among buildings destroyed or partially destroyed are the main Palestinian court in #Gaza…. the Palestinian Legislative Council complex, 339 education facilities & 167 places of worship, while 26 of the territory’s 35 hospitals are not functioning.” https://www.theguardian.com/world/2023/dec/07/widespread-destruction-in-gaza-puts-concept-of-domicide-in-focus",34
@sweetpotatoes,"Geoff Keighley has still not responded to this letter, which now 78 Future Class members (out of 150 when the letter was issued) have signed. The Future Class members who signed are looking for a platform tonight to acknowledge the crisis in Gaza.",1318
@OwenJones84,"There's a coordinated attempt to make you disbelieve Gaza's hideously high death toll.  Israel claim it's Hamas propaganda, and that most killed are combatants.  These are lies.  Here's an explanation of why the official death toll is actually an underestimate.",842
@maureenclarem,"And a story that will be painfully familiar to anyone in Gaza or who has family there, Refaat's cousin Awad died after Israel delayed him from receiving the medical care he needed after being diagnosed with cancer https://electronicintifada.net/content/israels-killer-bureaucracy/17226",47
@alqattan00001,"Happening now in Israel, Zionists are beating anti-Zionists self hating Jews! Whom shall we stand up by! Speaking of the only democracy in the Middle East and freedom of speech! #Gaza_Geniocide",159
@libsoftiktok,This Tiktoker wants to be a hostage in Gaza because video showed the released hostages smiling and shaking hands with Hamas.  Reports show Hamas drugged the hostages so they would appear calm. A doctor reported many hostages were sexually abused. Video shows Hamas commanding the hostages to wave and smile. Other hostages report intense beatings and very little food.  Imagine falling this hard for Hamas propaganda.,7761
@iznakhan7478,Interested in Ukrainian battlefield but not in helpin Gaza civilians? Basically involved in both wars against humanity,0
@EekadFacts,"🔻Our research revealed that these photos were initially published by “Gaza Report,” not by local activists in Gaza.  🔻We also observed that these images had been widely circulated among pro-Israel accounts, particularly those emphasizing the existence of “tunnels” beneath the camp.",118
@Suavestag,Are you really a Doctor ? looks like you became a doctor with plagiarism- Then tell all the doctors in Gaza Strip to stop using western practices for treating patients,0
@meowqxng,Rafaat was killed in an israeli airstrike today. He was one of the people i check on everytime i open twitter. He's an author and a professor. he is not just a number. Please download and read Light in Gaza  https://www.haymarketbooks.org/books/1885-light-in-gaza,2458
@Jerusalem_Post,Hamas reportedly provided Israel with intelligence on fellow Gaza-based terror group Palestinian Islamic Jihad in the months leading up to the October 7 massacre.  #Hamas | #Israel | Read more: https://www.jpost.com/middle-east/article-776967,65
@missfalsteenia,Be ashamed if you stopped talking about Palestine.  Do you realize that Gaza doesn’t even want your money? All Gaza wants is for people to keep talking about them. Gaza counts on you to be their voice & to humanize them. Keep talking about Palestine. Keep talking about Gaza.,73424
@comlabman,20231207 ISRAEL AT WAR | DAY 62 8:49 AM ET/3:49 PM Tel Aviv Israeli Spokesman Eylon Levy Daily Briefing Hamas Launched Missiles From Inside the Humanitarian Zone #IsraelHamasWar #IDF #Israel #Terrorism #IsraelPalestinianWar #Gaza #Hamas #EylonLevy #IsraelUnderAttack #GazaOffensive #Hostage #Hostages,0
@OnlinePalEng,"This picture is from northern Gaza, not Khan Yunis, and these are civilians who were kidnapped from an UNRWA shelter",5771
@tha_rami,"As we get ready for The Game Awards, today's Palestine news: Israel has declared it is unwilling to accept a Palestinian Authority government in Gaza after it completes its cleansing. It doesn't want to rule Gaza, and it doesn't want Palestinian rule. Destruction is what it wants",907
@NathanJRobinson,"Israel is operating on a quite simple theory. Make Gaza entirely unlivable, and then the choice facing the international community will be to either let Gazans all die or agree to ""resettle"" them elsewhere. This is said openly among Israeli officials (""second Nakba"").",1026
@marwasf,Do not believe for a second the lie that the men Israel abducted and stripped in northern Gaza are Hamas.  They are civilian men and have families that recognize them. Some of the abductees are Fatah affiliates and employees of the Palestinian Authority as per this testimony.,1084
@benigma2017,As long as the US is sending bombs to Israel the US is responsible for the deaths of thousands of children in Gaza.  Full stop.,968
@ashoswai,"Refaat Alareer, one of the founders of the ""We Are Not Numbers"" project and Professor at the Islamic University of Gaza, was killed by Israeli airstrikes today.",646
@Dalia1639452,🔻 A journalist says that people in the south of Gaza can't even bury their loved ones. B/C they might be the next. He can't even talk B/C the scene's too horrific to be described. #IsraeliNewNazism #Gaza_Genocide #StopArmingIsrael #Israel,1
@ShaykhSulaiman,"BREAKING: HAMAS OFFICIAL PRESS CONFERENCE   The press conference held by the Islamic Resistance Movement Hamas this evening, Thursday (12/7/2023), to keep pace with the developments of the ongoing Zionist terrorist aggression against the Gaza Strip for the 62nd day in a row* In the name of God, the most gracious, the most merciful  Ladies and Gentlemen, May the peace, blessings, and mercy of God be upon you, We have mercy on the souls of the martyrs of our righteous people in proud Gaza, and in the West Bank, occupied Jerusalem, and the refugee camps and diaspora. We ask God Almighty for a speedy recovery for the wounded and sick, and we send a greeting of pride and pride to our patient people stationed firmly in the Gaza Strip, from north to south, and in its cities and camps steadfast in the face of... The Zionist war machine, in Jabalia, Al-Shati, Al-Nuseirat, Deir Al-Balah, Al-Maghazi, Al-Bureij, Khan Yunis, and Rafah, to which this wounded child (Leah Al-Houbi) was forcibly displaced from her home in Deir Al-Balah, and she was bombed by the Nazi occupation, and her words remain: (We must liberate our beloved Jerusalem and return to our homeland). -------------------  In the beginning, we reassure the masses of our Palestinian people, our Arab and Islamic nation, and all the free people in the world, that your victorious resistance is still leading and managing the chapters of the Battle of Al-Aqsa Flood on the sixty-second day, with all strength, wisdom, and ability, in which it is writing a heroic epic, as it defends its people, its land, and its sanctity. The furthest of them is the blessed one, and it infiltrates the enemy's Nazi army, killing its soldiers and officers either dead or wounded, or permanently disabled, or completely or partially blinded, and destroying its military vehicles from a distance of zero, rendering them out of service or scattered in pieces, or charred by the cowardly, murderous soldiers in them. Of the mercenaries used by this Nazi enemy. While it was documented that “more than 410 Zionist military vehicles were completely or partially destroyed since the start of the ground aggression” on the Gaza Strip, and dozens of soldiers and officers of the occupation army and brigade commanders were killed, and according to the enemy’s confession, 90 soldiers and officers were killed, and certainly, the real number is many times that. The number of enemy wounded exceeds 2,000, hundreds of whom were seriously injured.  Our resistance fighters are still valiant in the field, and on all fronts. They are coming out from under the ground, above it, and from under the rubble. They are destroying its armored vehicles and tanks and killing its soldiers and officers. They are documenting this with audio and video.  These great sacrifices and daily field victories made by our resistors; At the forefront of them are the Martyr Izz al-Din al-Qassam Brigades, which is a prelude to the great victory, God Almighty willing, and our victorious resistance is ready to continue confronting and confronting the enemy with all strength and courage, regardless of the duration and extent of the aggression.  With more than two months having passed since the genocidal war waged by the occupation against the Gaza Strip, in which it used bombing with all kinds of Zionist and American weapons and bombs, and practiced a dirty policy, through starvation, thirst, and the destruction of all components of human life, during which it received open American and Western support at all levels, with The continuation of international inaction, failure, and silence in stopping this barbaric, aggressive war, which has left, to date, more than 60,000 of our Palestinian people in the Gaza Strip, the West Bank, and occupied Jerusalem, martyred, wounded, and missing. (1)",1352
